Island number,Island name,Other Names,Province,Kabupaten,Kecamatan,Coordinate Degree,Coordinate Decimal
7730,Pasambo,"",SULAWESI TENGAH,Kab. TOJO UNA-UNA,"",,"-0.3463616666666666,121.85699222222222"
7936,Gusung,"",SULAWESI SELATAN,Kab. KEPULAUAN SELAYAR,"",,"-6.113026666666666,120.4272588888889"
3086,Bereh,"",KEPULAUAN RIAU,Kab. LINGGA,"",,"-0.025620277777777777,104.65351638888889"
4628,Merah,"",JAWA TIMUR,Kab. BANYUWANGI,"",,"-8.601475277777777,114.01654138888888"
10693,Kapakapa,"",MALUKU UTARA,Kab. PULAU MOROTAI,"",,"2.3641666666666667,128.18694444444444"
7896,Batuappa' Pantarang,"",SULAWESI SELATAN,Kab. KEPULAUAN SELAYAR,"",,"-6.467717222222222,120.42646888888889"
5287,Tiga,"",NUSA TENGGARA TIMUR,Kab. NGADA,"",,"-8.410555555555556,121.09138888888889"
13179,Yellit Palolon,"",PAPUA BARAT,Kab. RAJA AMPAT,"",,"-2.1946877777777773,130.6085075"
241,Manjin,"",KEPULAUAN RIAU,Kab. BINTAN,"",""
5652,Bintangtimur,"",KALIMANTAN BARAT,Kab. KETAPANG,"",,"-2.9972222222222222,110.30583333333333"
4123,Timba,"",KEPULAUAN RIAU,KOTA B A T A M,"",,"1.1052777777777778,103.87888888888888"
6944,Koikoila,"",SULAWESI TENGAH,Kab. MOROWALI,"",,"-3.484166666666667,122.90972222222223"
4893,Batudaeng Gili,"",NUSA TENGGARA BARAT,Kab. LOMBOK BARAT,"",,"-8.845084722222223,115.94006444444445"
11529,Belal Lu,"",PAPUA BARAT,Kab. RAJA AMPAT,"",,"-2.084732777777778,130.13964916666666"
9220,Kifar,"",MALUKU,Kab. SERAM BAGIAN TIMUR,"",,"-3.8994444444444443,130.99305555555554"
13267,Bur,"",PAPUA BARAT,Kab. TELUK WONDAMA,"",,"-2.1902780555555554,134.14325888888888"
931,Kerisek,"",ACEH,Kab. ACEH BESAR,"",,"5.633994166666667,95.06898249999999"
8914,Tangnga,"",SULAWESI BARAT,Kab. POLEWALI MANDAR,"",3° 28' 15.000
5756,Lemanujung,"",KALIMANTAN BARAT,Kab. KAYONG UTARA,"",,"-1.2827777777777778,108.90194444444445"
7243,Noulas,"",SULAWESI TENGAH,Kab. BANGGAI KEPULAUAN,"",,"-1.538611111111111,122.78277777777778"
2335,Pipit,"",KEPULAUAN BANGKA BELITUNG,Kab. BELITUNG TIMUR,"",,"-3.1827944444444443,107.91418333333334"
1613,Telaga,"",RIAU,Kab. INDRAGIRI HILIR,"",,"-0.017101388888888888,103.65968000000001"
4861,Batujineng Kandik Barat,"",BALI,Kab. KLUNGKUNG,"",,"-8.77992638888889,115.62925888888888"
4672,Gilipandan,"",JAWA TIMUR,Kab. SUMENEP,"",,"-7.23899,113.67427333333333"
9212,Gofa,"",MALUKU,Kab. SERAM BAGIAN TIMUR,"",,"-3.8452133333333336,130.7177513888889"
10024,Sidanga,"",MALUKU UTARA,Kab. HALMAHERA BARAT,"",,"1.6802777777777775,127.4775"
11263,Sirit,"",PAPUA BARAT,Kab. FAKFAK,"",,"-2.739393888888889,132.0867325"
9239,Seram Laut,"",MALUKU,Kab. SERAM BAGIAN TIMUR,"",,"-3.8877777777777776,130.9336111111111"
7843,Tondongi Empat,"",SULAWESI TENGAH,Kab. TOJO UNA-UNA,"",,"-0.5189752777777779,121.66677305555557"
944,Arafulu,"",ACEH,Kab. SIMEULUE,"",,"2.9030555555555555,95.75722222222223"
3674,Pengingkecil,"",KEPULAUAN RIAU,Kab. KEPULAUAN ANAMBAS,"",,"2.9130555555555553,106.15277777777779"
6697,Seha Kolabo,"",SULAWESI UTARA,Kab. SIAU TAGULANDANG BIARO,"",,"2.1154961111111112,125.3502186111111"
9319,Badawar,"",MALUKU,Kab. KEPULAUAN ARU,"",,"-6.4638888888888895,134.49305555555554"
388,Karampuang,"",SULAWESI BARAT,Kab. MAMUJU,Mamuju,""
11383,Alokwai,"",PAPUA BARAT,Kab. RAJA AMPAT,"",,"-0.284725,130.88543333333334"
8201,Kayangan,"",SULAWESI SELATAN,KOTA MAKASSAR,"",,"-5.113378333333333,119.40066527777779"
8533,Furukapala,"",SULAWESI TENGGARA,Kab. WAKATOBI,"",,"-5.538611111111111,123.86861111111111"
4848,Merak Besar,"",BANTEN,KOTA CILEGON,"",,"-5.933611111111111,105.98972222222223"
12843,Sepatu Atsa Yef,"",PAPUA BARAT,Kab. RAJA AMPAT,"",,"-0.03689888888888889,130.5121061111111"
11737,Finkoko,"",PAPUA BARAT,Kab. RAJA AMPAT,"",,"-0.1795388888888889,130.2536927777778"
13682,Mbasialor Ndabe,"",PAPUA BARAT,Kab. KAIMANA,"",,"-3.929585,134.0623163888889"
4459,Selolajer Kulon,"",JAWA TIMUR,Kab. BLITAR,"",,"-8.328863888888888,112.20554277777778"
2707,Mas,"",KEPULAUAN RIAU,Kab. KARIMUN,"",,"0.6691666666666666,103.56833333333333"
978,Panjang,"",ACEH,Kab. SIMEULUE,"",,"2.65175,96.12080555555555"
6734,Sarena Besar Utara,"",SULAWESI UTARA,KOTA BITUNG,"",,"1.4625619444444444,125.23269944444445"
5200,Buaya,"",NUSA TENGGARA TIMUR,Kab. ALOR,"",8° 10' 38.000
5124,Sobu To'i Nisa á,"",NUSA TENGGARA BARAT,KOTA BIMA,"",,"-8.547475833333333,119.26434861111112"
9211,Geser,"",MALUKU,Kab. SERAM BAGIAN TIMUR,"",,"-3.8825,130.8983333333333"
7719,Palantoh,"",SULAWESI TENGAH,Kab. TOJO UNA-UNA,"",,"-0.4275,122.11638888888888"
6356,Serai,"",KALIMANTAN TIMUR,Kab. KUTAI TIMUR,"",,"0.9072222222222223,118.01333333333334"
3833,Buntar,"",KEPULAUAN RIAU,KOTA B A T A M,"",,"0.6730555555555555,104.30388888888889"
6619,Tindila,"",SULAWESI UTARA,Kab. MINAHASA UTARA,"",,"1.7927813888888888,125.05759611111111"
2235,Batumalang Tanjungpiatu,"",KEPULAUAN BANGKA BELITUNG,Kab. BELITUNG TIMUR,"",,"-3.2408333333333332,108.05749999999999"
11406,Apaidod Atsa Yef,"",PAPUA BARAT,Kab. RAJA AMPAT,"",,"-0.23693694444444444,130.72200361111112"
8692,Jompi Tengah,"",SULAWESI TENGGARA,Kab. KONAWE UTARA,"",,"-3.4672222222222224,122.39888888888889"
11022,Gigisiasi,"",PAPUA BARAT,Kab. FAKFAK,"",,"-2.6324436111111114,132.49598416666666"
2747,Niur,"",KEPULAUAN RIAU,Kab. KARIMUN,"",,"0.6738888888888889,103.55749999999999"
4342,Watutopi,"",DI YOGYAKARTA,Kab. GUNUNG KIDUL,"",,"-8.196666666666667,110.70611111111111"
1773,Rimau Balak,"",LAMPUNG,Kab. LAMPUNG SELATAN,"",,"-5.8561125,105.78509277777778"
8395,Teluktongkuno Tengah,"",SULAWESI TENGGARA,Kab. MUNA,"",,"-4.97027,122.72028"
974,Mincau,"",ACEH,Kab. SIMEULUE,"",,"2.3544444444444443,96.19833333333334"
11407,Apatlei,"",PAPUA BARAT,Kab. RAJA AMPAT,"",,"-0.31835138888888886,130.64024138888888"
882,Batumandi,"",LAMPUNG,Kab. LAMPUNG SELATAN,RAJABASA,,"-5.877222222222223,0.47055555555555556"
14183,Wawaruk,"",PAPUA,Kab. KEPULAUAN YAPEN,"",,"-1.472777777777778,135.0088888888889"
3170,Gamai,"",KEPULAUAN RIAU,Kab. LINGGA,"",,"0.16221,104.46805555555555"
6293,TN 10,"",KALIMANTAN TIMUR,Kab. BULUNGAN,"",,"3.104512777777778,117.5016025"
7958,Kabikabian,"",SULAWESI SELATAN,Kab. KEPULAUAN SELAYAR,"",,"-6.904825555555556,122.22058750000001"
13066,Waimo Tol,"",PAPUA BARAT,Kab. RAJA AMPAT,"",,"-1.8359644444444445,130.44399611111112"
2875,Batusementua,"",KEPULAUAN RIAU,Kab. NATUNA,"",,"3.7536111111111112,108.06416666666667"
984,Sarok,"",ACEH,Kab. SIMEULUE,"",,"2.4847544444444445,96.3820936111111"
10164,Tamotamo,"",MALUKU UTARA,Kab. HALMAHERA UTARA,"",,"2.1100797222222223,127.77664194444445"
9192,Yanat Roal Nu,"",MALUKU,Kab. MALUKU TENGGARA BARAT,"",,"-7.406345833333334,131.1811297222222"
11620,Dana Ganan,"",PAPUA BARAT,Kab. RAJA AMPAT,"",,"-2.0191619444444444,129.988465"
13586,Imabua Iwanana,"",PAPUA BARAT,Kab. KAIMANA,"",,"-3.312858611111111,133.66910527777776"
2373,Batuberias Kecil,"",KEPULAUAN RIAU,Kab. BINTAN,"",,"1.0308333333333333,104.79222222222222"
1141,Seulako,"",ACEH,KOTA SABANG,"",,"5.8949647222222215,95.25458083333334"
10906,Batuanuf Timur,"",PAPUA BARAT,Kab. FAKFAK,"",,"-2.6716713888888886,132.5131947222222"
5232,Watopeni Buse,"",NUSA TENGGARA TIMUR,Kab. FLORES TIMUR,"",,"-8.235,123.32249999999999"
5471,Bugis Kecil,"",NUSA TENGGARA TIMUR,Kab. MANGGARAI BARAT,"",,"-8.488888888888889,119.58875416666666"
12586,Ngalalel Sawilafamailim,"",PAPUA BARAT,Kab. RAJA AMPAT,"",,"-2.010701111111111,130.70463222222222"
8016,Ujungsalama',"",SULAWESI SELATAN,Kab. KEPULAUAN SELAYAR,"",,"-7.0633333333333335,120.56555555555555"
687,Katadok,"",SUMATERA UTARA,Kab. NIAS SELATAN,Hibala,,"0.0936111111111111,0.5052777777777778"
9171,Tutun,"",MALUKU,Kab. MALUKU TENGGARA BARAT,"",,"-7.154226944444445,131.69222"
8130,Salemo,"",SULAWESI SELATAN,Kab. PANGKAJENE DAN KEPULAUAN,"",4° 41' 21.000
3519,Ujungbeting,"",KEPULAUAN RIAU,Kab. LINGGA,"",,"-0.1255,104.745"
6411,Sesayap,"",KALIMANTAN TIMUR,Kab. TANA TIDUNG,"",,"3.6200852777777777,117.09974416666667"
3556,Berhala,"",KEPULAUAN RIAU,Kab. KEPULAUAN ANAMBAS,"",,"2.9895625,105.69780583333333"
7968,Latondu Bakka',"",SULAWESI SELATAN,Kab. KEPULAUAN SELAYAR,"",,"-6.501111111111111,120.99333333333334"
10129,Koyobata,"",MALUKU UTARA,Kab. HALMAHERA UTARA,"",,"1.6657366666666666,128.01433277777778"
4176,Karangberas,"",DKI JAKARTA,Kab. KEPULAUAN SERIBU,"",,"-5.770555555555555,106.56027777777777"
12166,Koh,"",PAPUA BARAT,Kab. RAJA AMPAT,"",,"-0.5520966666666667,130.6964986111111"
9439,Gorinerlou,"",MALUKU,Kab. KEPULAUAN ARU,"",,"-6.748888888888889,134.4013888888889"
14389,Bobyor,"",PAPUA,Kab. SUPIORI,"",,"-0.7743191666666667,135.47703916666666"
9014,Luvatain,"",MALUKU,Kab. MALUKU TENGGARA,"",,"-5.440016666666667,132.70222222222222"
7866,Tupai,"",SULAWESI TENGAH,Kab. TOJO UNA-UNA,"",,"-0.5408333333333333,121.64916666666667"
6639,Punten,"",SULAWESI UTARA,Kab. MINAHASA TENGGARA,"",,"0.9533333333333333,124.87972222222221"
13853,Swar Uit,"",PAPUA BARAT,Kab. KAIMANA,"",,"-3.8968519444444443,134.10885444444443"
14193,Yenusi Marau,"",PAPUA,Kab. KEPULAUAN YAPEN,"",,"-1.7118991666666665,135.6857486111111"
6981,Mato,"",SULAWESI TENGAH,Kab. MOROWALI,"",,"-3.270277777777778,122.39666666666668"
5268,Halima,"",NUSA TENGGARA TIMUR,Kab. NGADA,"",,"-8.404444444444445,121.02666666666667"
13440,Tamoni,"",PAPUA BARAT,Kab. TELUK WONDAMA,"",,"-2.410163888888889,134.2178925"
12549,Namlolokalogos Pale,"",PAPUA BARAT,Kab. RAJA AMPAT,"",,"-1.9874433333333335,130.55344861111112"
1590,Busung,"",RIAU,Kab. INDRAGIRI HILIR,"",,"-0.11907333333333334,103.59449749999999"
10813,Pam,"",PAPUA BARAT,Kab. SORONG,"",,"-1.3628805555555557,130.93143972222222"
8942,Isau,"",MALUKU,Kab. MALUKU TENGAH,"",,"-2.7844444444444445,129.06305555555556"
8985,Divin,"",MALUKU,Kab. MALUKU TENGGARA,"",,"-5.862222222222222,132.87611111111113"
11277,Tarakuning Besar,"",PAPUA BARAT,Kab. FAKFAK,"",,"-3.1659969444444442,132.5960525"
4292,Cilik,"",JAWA TENGAH,Kab. JEPARA,"",,"-5.820833333333333,110.50777777777778"
1118,Tengkuusman,"",ACEH,Kab. ACEH JAYA,"",,"4.619400833333334,95.57171138888889"
6298,TN 3,"",KALIMANTAN TIMUR,Kab. BULUNGAN,"",,"3.1775919444444445,117.22371666666668"
1978,Kampak,"",KEPULAUAN BANGKA BELITUNG,Kab. BELITUNG,"",,"-3.10949,107.85083333333333"
13071,Waisak Tol,"",PAPUA BARAT,Kab. RAJA AMPAT,"",,"-0.36574694444444444,130.5667697222222"
286,Merak Kecil,"",BANTEN,KOTA CILEGON,Pulomerak,,"-5.941944444444444,0.9974999999999999"
9686,Ormol,"",MALUKU,Kab. KEPULAUAN ARU,"",,"-6.380833333333333,134.37972222222223"
10734,Tawang,"",MALUKU UTARA,KOTA TIDORE KEPULAUAN,"",,"0.35527055555555553,127.64173277777779"
837,Kumeke,"",SULAWESI UTARA,Kab. BOLAANG MONGONDOW,Kotabunan,,"0.8077777777777778,0.673611111111111"
4549,Sumenggung Barat,"",JAWA TIMUR,Kab. MALANG,"",,"-8.4475,112.65444444444445"
6282,Teribi,"",KALIMANTAN TIMUR,Kab. BULUNGAN,"",,"3.1070941666666667,117.48529527777778"
1727,Kalong,"",SUMATERA SELATAN,Kab. BANYU ASIN,"",,"-2.6035291666666667,104.35289194444444"
4402,Kapulogo,"",JAWA TIMUR,Kab. TRENGGALEK,"",,"-8.325,111.5375"
12568,Ngalalel Patlafamaisa,"",PAPUA BARAT,Kab. RAJA AMPAT,"",,"-2.018002777777778,130.66915749999998"
7697,Ngek,"",SULAWESI TENGAH,Kab. TOJO UNA-UNA,"",,"-0.4627777777777778,121.71972222222223"
6459,Batukalai,"",SULAWESI UTARA,Kab. KEPULAUAN SANGIHE,"",,"3.363401111111111,125.56920972222221"
8976,Bair,"",MALUKU,Kab. MALUKU TENGGARA,"",,"-5.447500000000001,132.70555555555555"
8856,Pajongge Kiki,"",GORONTALO,Kab. POHUWATO,"",,"0.485,121.51194444444444"
920,Bateeujong Lhok Paro,"",ACEH,Kab. ACEH BESAR,"",,"5.312686666666666,95.20415083333333"
13972,Sausaray,"",PAPUA BARAT,Kab. SORONG,"",,"-0.9628416666666666,131.26300388888887"
5252,Sukun,"",NUSA TENGGARA TIMUR,Kab. SIKKA,"",,"-8.115833333333333,122.11638888888888"
7593,Kayomeriraya Dua,"",SULAWESI TENGAH,Kab. TOJO UNA-UNA,"",,"-0.4197222222222222,121.76944444444445"
14424,Insenfdi,"",PAPUA,Kab. SUPIORI,"",,"-0.8083333333333333,135.5238888888889"
14191,Wowa Nu,"",PAPUA,Kab. KEPULAUAN YAPEN,"",,"-1.7682594444444444,135.8120463888889"
7964,Kayupanga Raja,"",SULAWESI SELATAN,Kab. KEPULAUAN SELAYAR,"",,"-7.458611111111111,121.42055555555557"
2973,Semuluk,"",KEPULAUAN RIAU,Kab. NATUNA,"",,"2.293333333333333,108.89833333333334"
11437,Aujunkatu,"",PAPUA BARAT,Kab. RAJA AMPAT,"",,"-1.86941,130.42426638888887"
10950,Beturfarfar,"",PAPUA BARAT,Kab. FAKFAK,"",,"-2.6211175,132.45889055555554"
13659,Mandanus,"",PAPUA BARAT,Kab. KAIMANA,"",,"-3.849391388888889,133.94734472222223"
5972,Kapak Kecil,"",KALIMANTAN SELATAN,Kab. KOTA BARU,"",,"-3.706388888888889,116.33666666666666"
2349,Suakaris Duak,"",KEPULAUAN BANGKA BELITUNG,Kab. BELITUNG TIMUR,"",,"-3.2602777777777776,107.97555555555556"
3391,Pucung,"",KEPULAUAN RIAU,Kab. LINGGA,"",,"-0.25532,104.5863"
14420,Insandewi,"",PAPUA,Kab. SUPIORI,"",,"-0.7444444444444444,135.41472222222222"
10102,Botolino,"",MALUKU UTARA,Kab. HALMAHERA UTARA,"",,"2.2647222222222223,127.75666666666666"
8534,Giligili,"",SULAWESI TENGGARA,Kab. WAKATOBI,"",,"-5.466111111111111,123.78083333333333"
327,ALOR,"",NUSA TENGGARA TIMUR,Kab. ALOR,ALOR BARAT DAYA,	08o 16’ 36” LS dan 1240 44’ 22” BT
8054,Balang Caddi,"",SULAWESI SELATAN,Kab. PANGKAJENE DAN KEPULAUAN,"",,"-4.942222222222222,119.41916666666667"
4729,Salarangan,"",JAWA TIMUR,Kab. SUMENEP,"",,"-6.935555555555556,115.63642861111111"
12289,Lenmakana Wal,"",PAPUA BARAT,Kab. RAJA AMPAT,"",,"-1.9835791666666667,130.51694861111113"
7437,Batongo,"",SULAWESI TENGAH,Kab. TOJO UNA-UNA,"",,"-0.36527777777777776,121.85555555555555"
8835,Imamu,"",GORONTALO,Kab. POHUWATO,"",,"0.5052713888888889,121.66910777777778"
7504,Do'o,"",SULAWESI TENGAH,Kab. TOJO UNA-UNA,"",,"-0.45805555555555555,121.92222222222223"
8399,Tiga,"",SULAWESI TENGGARA,Kab. MUNA,"",,"-4.579539444444444,122.32781777777777"
6426,Tukung,"",KALIMANTAN TIMUR,KOTA BALIKPAPAN,"",,"-1.4391666666666667,116.80555555555556"
6839,Malamdigo,"",SULAWESI TENGAH,Kab. TOLI-TOLI,"",,"0.9652777777777777,120.3475"
2073,Karangbeling,"",KEPULAUAN BANGKA BELITUNG,Kab. BANGKA SELATAN,"",,"-3.0077777777777777,106.44277777777778"
3261,Malangbinai,"",KEPULAUAN RIAU,Kab. LINGGA,"",,"-0.08997,104.88555555555556"
3731,Tenak,"",KEPULAUAN RIAU,Kab. KEPULAUAN ANAMBAS,"",,"3.071907777777778,106.32252194444445"
10369,Makian,"",MALUKU UTARA,Kab. HALMAHERA SELATAN,"",,"0.3219444444444444,127.39305555555556"
1747,Tapakbalai,"",BENGKULU,Kab. BENGKULU UTARA,"",,"-3.583055555555555,102.11388888888888"
9891,Yata Nus,"",MALUKU,Kab. MALUKU BARAT DAYA,"",,"-7.519464722222222,127.28782527777777"
7144,Kaliabukoti,"",SULAWESI TENGAH,Kab. BANGGAI KEPULAUAN,"",,"-1.4991666666666668,122.81444444444445"
11662,Demeleyef Ganan,"",PAPUA BARAT,Kab. RAJA AMPAT,"",,"-0.3139283333333333,130.6339911111111"
10750,Bi Yef,"",PAPUA BARAT,Kab. SORONG,"",,"-1.3574747222222223,130.94727111111112"
6204,Baru Satu,"",KALIMANTAN TIMUR,Kab. BULUNGAN,"",,"2.806248611111111,117.61971972222221"
2237,Batun,"",KEPULAUAN BANGKA BELITUNG,Kab. BELITUNG TIMUR,"",,"-3.7888888888888888,108.06222222222222"
9313,Atukai,"",MALUKU,Kab. KEPULAUAN ARU,"",,"-6.4319444444444445,134.45194444444442"
13948,Woranggainus Nit,"",PAPUA BARAT,Kab. KAIMANA,"",,"-3.976435277777778,134.36677222222224"
8495,Baliara,"",SULAWESI TENGGARA,Kab. BOMBANA,"",,"-5.166590277777778,121.81081499999999"
5045,Bajo Kwangko Nisa á,"",NUSA TENGGARA BARAT,Kab. DOMPU,"",8° 39' 1.000
8631,Tolandono,"",SULAWESI TENGGARA,Kab. WAKATOBI,"",,"-5.772897222222222,123.9063113888889"
10436,Pogopogo,"",MALUKU UTARA,Kab. HALMAHERA SELATAN,"",,"-0.3422222222222222,127.30916666666667"
1228,Rubiah,"",SUMATERA UTARA,Kab. MANDAILING NATAL,"",,"0.2637888888888889,99.13653805555556"
4186,Kelapa,"",DKI JAKARTA,Kab. KEPULAUAN SERIBU,"",,"-5.653888888888889,106.56888888888888"
5872,Pari,"",KALIMANTAN TENGAH,Kab. KAPUAS,"",,"-1.7005555555555556,114.4888888888889"
9624,Mangalamaidi Sinnani,"",MALUKU,Kab. KEPULAUAN ARU,"",,"-6.214166666666667,134.36444444444444"
14405,Faknikyadori Kasun,"",PAPUA,Kab. SUPIORI,"",,"-0.7433333333333333,135.41611111111112"
10141,Ogono,"",MALUKU UTARA,Kab. HALMAHERA UTARA,"",,"2.2861619444444443,127.78206944444445"
11870,Jam Palolon,"",PAPUA BARAT,Kab. RAJA AMPAT,"",,"-2.1247580555555556,130.5470936111111"
2524,Penyusuk Kecil,"",KEPULAUAN RIAU,Kab. BINTAN,"",,"0.7177777777777777,104.77333333333333"
8190,Caria,"",SULAWESI SELATAN,Kab. LUWU TIMUR,"",,"-2.678753055555555,121.05187194444444"
10248,Doro Ici,"",MALUKU UTARA,Kab. HALMAHERA SELATAN,"",,"-0.5577777777777778,128.38944444444445"
11555,Bitalolpa,"",PAPUA BARAT,Kab. RAJA AMPAT,"",,"-1.8601425,130.43222083333333"
4760,Tanjungtogotogo Satu,"",JAWA TIMUR,Kab. SUMENEP,"",,"-6.929722222222223,116.26"
10402,Nenas,"",MALUKU UTARA,Kab. HALMAHERA SELATAN,"",,"-0.5366666666666666,127.24722222222222"
5806,Bidara,"",KALIMANTAN BARAT,Kab. KUBU RAYA,"",,"-0.6102777777777778,109.38277777777778"
12491,Monmesuf Atsa,"",PAPUA BARAT,Kab. RAJA AMPAT,"",,"0.12720555555555554,130.10437055555556"
4317,Drini,"",DI YOGYAKARTA,Kab. GUNUNG KIDUL,"",,"-8.139249999999999,110.57808333333332"
9379,Dukalgwari,"",MALUKU,Kab. KEPULAUAN ARU,"",,"-5.875920000000001,134.78052000000002"
6777,Tolian,"",SULAWESI TENGAH,Kab. BANGGAI,"",,"-0.8825000000000001,123.07722222222222"
3287,Malangtikus,"",KEPULAUAN RIAU,Kab. LINGGA,"",,"-0.16932,104.75166666666667"
10921,Batukarosi Besar,"",PAPUA BARAT,Kab. FAKFAK,"",,"-3.9602291666666667,132.83513916666666"
11880,Kabra Lollo,"",PAPUA BARAT,Kab. RAJA AMPAT,"",,"-1.0784011111111111,131.16133833333333"
11524,Beiyefarem Sawi,"",PAPUA BARAT,Kab. RAJA AMPAT,"",,"-0.10838444444444445,130.20029194444444"
8031,Labbotallua,"",SULAWESI SELATAN,Kab. TAKALAR,"",5° 27' 34.441
1802,Batukabulung,"",LAMPUNG,Kab. TANGGAMUS,"",,"-5.744415833333333,105.00823583333333"
8319,Lima Dima,"",SULAWESI TENGGARA,Kab. MUNA,"",,"-4.894842499999999,122.77241388888889"
5762,Lising Satu Tokong,"",KALIMANTAN BARAT,Kab. KAYONG UTARA,"",,"-1.6047222222222224,109.15583333333333"
11136,Muriramo,"",PAPUA BARAT,Kab. FAKFAK,"",,"-2.697291388888889,132.5972127777778"
6229,Kuju,"",KALIMANTAN TIMUR,Kab. BULUNGAN,"",,"3.0144297222222223,117.49739416666667"
8766,Botungalaa,"",GORONTALO,Kab. GORONTALO UTARA,"",,"0.9913888888888889,122.51916666666666"
13012,Uremapare,"",PAPUA BARAT,Kab. RAJA AMPAT,"",,"-0.1903088888888889,130.2758716666667"
7282,Sagu,"",SULAWESI TENGAH,Kab. BANGGAI KEPULAUAN,"",,"-2.208888888888889,123.15166666666667"
2754,Pandan Kecil ,"",KEPULAUAN RIAU,Kab. KARIMUN,"",,"0.9524999999999999,103.49472222222222"
1709,Mudo,"",JAMBI,Kab. TANJUNG JABUNG TIMUR,"",,"-1.04723,104.19315972222222"
11457,Baibor,"",PAPUA BARAT,Kab. RAJA AMPAT,"",,"-0.04576611111111111,130.72387555555557"
13347,Maniari,"",PAPUA BARAT,Kab. TELUK WONDAMA,"",,"-1.7825794444444445,134.22905"
9428,Godil,"",MALUKU,Kab. KEPULAUAN ARU,"",,"-6.182222222222222,134.88583333333332"
3313,Mensemut,"",KEPULAUAN RIAU,Kab. LINGGA,"",,"-0.11868694444444444,105.00429027777778"
662,Balogiasite,"",SUMATERA UTARA,Kab. NIAS SELATAN,Pulau - pulau Batu,,"-0.09444444444444444,0.36027777777777775"
7505,Dua Besar,"",SULAWESI TENGAH,Kab. TOJO UNA-UNA,"",,"-0.3472222222222222,121.85694444444444"
5521,Motang Gili,"",NUSA TENGGARA TIMUR,Kab. MANGGARAI BARAT,"",,"-8.807777777777778,119.78694444444444"
5180,Burung,"",NUSA TENGGARA TIMUR,KOTA KUPANG,"",,"-10.025,123.65194444444445"
7393,Ponebean,"",SULAWESI TENGAH,Kab. PARIGI MOUTONG,"",,"0.2822222222222222,121.25361111111111"
6047,Burung,"",KALIMANTAN SELATAN,Kab. TANAH BUMBU,"",,"-3.3802777777777777,116.03527777777778"
10522,Tobalai,"",MALUKU UTARA,Kab. HALMAHERA SELATAN,"",,"-1.6322222222222222,128.33027777777778"
13313,Kikirwaisa,"",PAPUA BARAT,Kab. TELUK WONDAMA,"",,"-1.9619638888888888,134.1527602777778"
1116,Sidom,"",ACEH,Kab. ACEH JAYA,"",,"4.651111111111112,95.57249999999999"
7961,Kayuadi,"",SULAWESI SELATAN,Kab. KEPULAUAN SELAYAR,"",6° 49' 2.398
11808,Gofpeley,"",PAPUA BARAT,Kab. RAJA AMPAT,"",,"-0.3143875,130.38234944444446"
2827,Tengkorak,"",KEPULAUAN RIAU,Kab. KARIMUN,"",,"1.115,103.32555555555555"
5480,Ginggo Utara,"",NUSA TENGGARA TIMUR,Kab. MANGGARAI BARAT,"",,"-8.689166666666667,119.64888888888889"
8991,Elmal,"",MALUKU,Kab. MALUKU TENGGARA,"",,"-5.735194444444445,132.16964777777775"
8007,Tetera Bakka',"",SULAWESI SELATAN,Kab. KEPULAUAN SELAYAR,"",,"-7.365826944444444,121.04365916666667"
9676,Ngorfui,"",MALUKU,Kab. KEPULAUAN ARU,"",,"-6.460555555555556,134.48333333333332"
2020,Piling,"",KEPULAUAN BANGKA BELITUNG,Kab. BELITUNG,"",,"-2.92151,107.35333333333332"
2513,Pejantan,"",KEPULAUAN RIAU,Kab. BINTAN,"",,"0.12072472222222222,107.22063972222223"
8450,Liwutongkidi,"",SULAWESI TENGGARA,Kab. BUTON,"",,"-5.596111111111111,122.50805555555556"
8530,Batabataha,"",SULAWESI TENGGARA,Kab. WAKATOBI,"",,"-5.4225,123.59555555555555"
3906,Kubang Kecil,"",KEPULAUAN RIAU,KOTA B A T A M,"",,"1.0205555555555554,104.14333333333335"
9176,Wat Kora,"",MALUKU,Kab. MALUKU TENGGARA BARAT,"",,"-7.312222222222222,131.2361111111111"
10098,Binongko Kecil,"",MALUKU UTARA,Kab. HALMAHERA UTARA,"",,"2.1069444444444447,127.7775"
12526,Mundulipo,"",PAPUA BARAT,Kab. RAJA AMPAT,"",,"-0.19246333333333332,130.35413416666665"
8073,Gondongbali,"",SULAWESI SELATAN,Kab. PANGKAJENE DAN KEPULAUAN,"",,"-4.716944444444445,119.06277777777777"
1080,Tambarat,"",ACEH,Kab. ACEH SINGKIL,"",,"2.3208333333333333,97.22472222222223"
11257,Simere,"",PAPUA BARAT,Kab. FAKFAK,"",,"-2.6440819444444443,132.54184222222221"
4968,Nuse Gili,"",NUSA TENGGARA BARAT,Kab. LOMBOK TIMUR,"",,"-8.819699722222222,116.50239027777778"
3184,Jambat Laut,"",KEPULAUAN RIAU,Kab. LINGGA,"",,"-1.1716600000000001,105.31861111111111"
696,Maole Sideide,"",SUMATERA UTARA,Kab. NIAS SELATAN,"",,"0.7852777777777777,0.6258333333333334"
12483,Monfun Atsa,"",PAPUA BARAT,Kab. RAJA AMPAT,"",,"-0.26946694444444447,130.8924458333333"
10996,Ewarong Temun,"",PAPUA BARAT,Kab. FAKFAK,"",,"-3.4717869444444447,132.67379583333332"
510,KASIK,"",SUMATERA BARAT,Kab. KEPULAUAN MENTAWAI,03?04’03” LS dan 100?14’44” BT,""
